pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Locale,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1.90260300,0.038900,21.017,1.875,731.00534,2.30000,Mass,,0.010000,2492,F0,7300.00,1.95,1.79,-0.100,[Fe/H],4.10,,352.2675207,67.0348062,225.8880000,8.9520000,8.3250000,8.8952900
TOI-157 b,TOI-157,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.08454350,0.031380,14.415,1.286,375.03940,1.18000,Mass,0.686000,0.000000,1588,G9 IV,5404.00,1.17,0.95,0.240,[Fe/H],4.28,12.820,73.7014398,-76.6806061,355.6830000,12.7250000,10.8920000,12.5143000
TOI-1601 b,TOI-1601,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,5.33175100,0.068640,13.888,1.239,314.65170,0.99000,Mass,0.640000,0.036000,1619,,5948.00,2.19,1.52,0.329,[Fe/H],3.94,2.640,38.3615690,41.0134321,336.6080000,10.6600000,9.1910000,10.5276000
TOI-163 b,TOI-163,1,1,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.23130600,0.058000,16.690,1.489,387.75260,1.22000,Mass,0.490000,0.000000,1669,F,6495.00,1.65,1.44,0.220,[Fe/H],4.19,1.823,79.7682532,-71.8955269,411.7190000,11.4670000,10.1240000,11.2193000
TOI-1634 b,TOI-1634,2,2,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.98934550,0.015450,1.773,0.158,7.57000,0.02382,Mass,7.600000,0.000000,924,M2,3472.00,0.45,0.45,0.190,[Fe/H],4.79,,56.3906096,37.1122803,35.2736000,13.2170000,8.6000000,12.1965000
TOI-1634 c,TOI-1634,2,2,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,103.00000000,,,,,,Msini,,0.000000,,M2,3472.00,0.45,0.45,0.190,[Fe/H],4.79,,56.3906096,37.1122803,35.2736000,13.2170000,8.6000000,12.1965000
TOI-1669 b,TOI-1669,1,1,Radial Velocity,2023,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,502.00000000,,14.100,1.260,182.11568,0.57300,Msini,0.357000,0.140000,,,5542.30,1.07,1.00,0.260,[Fe/H],4.28,,45.9564744,83.5874273,111.2760000,10.2180000,8.4620000,10.0089000
TOI-1670 b,TOI-1670,1,2,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.98462000,0.103000,2.060,0.184,41.31769,0.13000,Mass,8.600000,0.590000,1062,F7 V,6170.00,1.32,1.21,0.090,[Fe/H],4.29,2.530,259.0172522,72.1611806,168.0670000,9.8890000,8.7240000,9.8193400
TOI-1670 c,TOI-1670,1,2,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,40.74976000,0.249000,11.063,0.987,200.23190,0.63000,Mass,0.810000,0.090000,684,F7 V,6170.00,1.32,1.21,0.090,[Fe/H],4.29,2.530,259.0172522,72.1611806,168.0670000,9.8890000,8.7240000,9.8193400
TOI-1680 b,TOI-1680,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.80263450,0.031440,1.466,0.131,2.75000,0.00865,M-R relationship,4.800000,,404,M4.5+/-0.5,3225.00,0.21,0.18,0.040,[Fe/H],5.05,,292.3139790,65.9738018,37.2209000,15.8700000,10.8210000,14.6457000
TOI-1685 b,TOI-1685,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.66914060,0.011557,1.700,0.152,3.09000,0.00972,Mass,3.440000,0.000000,1069,M3.0 V,3434.00,0.49,0.50,-0.130,[Fe/H],4.85,1.300,68.5939529,43.0370395,37.6153000,13.3780000,8.7580000,12.2956000
TOI-169 b,TOI-169,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.25544770,0.035240,12.173,1.086,251.40353,0.79100,Mass,0.760000,0.000000,1715,G1 V,5880.00,1.29,1.15,0.240,[Fe/H],4.28,4.700,16.7786879,-75.1989452,407.8400000,12.3550000,10.8150000,12.2379000
TOI-1693 b,TOI-1693,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.76669570,0.022600,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,,764,,3499.00,0.46,0.49,,,4.80,,90.3083455,34.7730904,30.7947000,12.9620000,8.3310000,11.8373000
TOI-1694 b,TOI-1694,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.77015000,,5.440,0.485,26.10000,0.08212,Mass,0.890000,0.000000,1137,,5066.40,0.82,0.84,0.120,[Fe/H],4.53,,97.7487104,66.3605956,124.6800000,11.4460000,9.4250000,11.3103000
TOI-1694 c,TOI-1694,1,2,Radial Velocity,2023,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,389.20000000,,13.800,1.230,333.71983,1.05000,Msini,0.698000,0.180000,,,5066.40,0.82,0.84,0.120,[Fe/H],4.53,,97.7487104,66.3605956,124.6800000,11.4460000,9.4250000,11.3103000
TOI-1695 b,TOI-1695,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.13427910,0.033548,1.900,0.170,6.36000,0.02001,Mass,5.000000,0.097000,698,M1 V,3690.00,0.52,0.51,0.000,[Fe/H],4.73,,21.9217346,72.2966148,45.1309000,12.9890000,8.8180000,12.1364000
TOI-1696 b,TOI-1696,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.50031100,0.022900,3.090,0.276,48.80000,0.15354,Mass,9.440000,0.000000,489,M5V,3185.00,0.28,0.26,0.336,[Fe/H],4.96,7.100,65.2806480,48.8198312,64.9172000,16.8200000,11.3310000,15.3314000
TOI-1710 b,TOI-1710,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,24.28342900,0.160000,5.340,0.476,28.30000,0.08904,Mass,0.940000,0.160000,958,G5 V,5665.00,0.97,0.98,0.100,[Fe/H],4.46,4.200,94.2838373,76.2110200,81.2271000,9.5450000,7.9590000,9.3598300
TOI-172 b,TOI-172,1,1,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.47725000,0.091400,10.817,0.965,1722.63860,5.42000,Mass,7.530000,0.380600,1198,,5645.00,1.78,1.13,0.148,[Fe/H],3.99,7.400,316.6318791,-26.6928654,342.8310000,11.2990000,9.7220000,11.1927000
TOI-1728 b,TOI-1728,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.49151000,0.039100,5.050,0.451,26.78000,0.08426,Mass,1.140000,0.057000,767,M0,3980.00,0.62,0.65,0.250,[Fe/H],4.66,7.100,120.6116787,64.7971531,60.7980000,12.3900000,8.8030010,11.7294000
TOI-1736 b,TOI-1736,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.07308800,0.074000,2.440,0.223,12.80000,0.04000,Mass,4.900000,0.210000,1076,,5807.00,1.15,1.08,0.138,[Fe/H],4.35,4.900,43.4344615,69.1013450,88.9482000,8.9530000,7.2830000,8.7796900
TOI-1736 c,TOI-1736,1,2,Radial Velocity,2023,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,570.10000000,1.381000,12.500,1.120,2800.00000,8.70000,Mass,7.880000,0.362000,249,,5807.00,1.15,1.08,0.138,[Fe/H],4.35,4.900,43.4344615,69.1013450,88.9482000,8.9530000,7.2830000,8.7796900
TOI-1749 b,TOI-1749,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.38839000,0.029100,1.390,0.124,57.00000,0.17934,Mass,,0.140000,831,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,0.800,282.7372281,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000
TOI-1749 c,TOI-1749,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.49290000,0.044300,2.120,0.189,14.00000,0.04405,Mass,,0.019000,673,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,0.800,282.7372281,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000
TOI-1749 d,TOI-1749,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.04970000,0.070700,2.520,0.225,15.00000,0.04720,Mass,,0.062000,533,M0 V,3985.00,0.55,0.58,-0.260,[Fe/H],4.70,0.800,282.7372281,64.4194660,99.5561000,13.8600000,10.2700000,13.1798000
TOI-1759 b,TOI-1759,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,18.85019000,0.117700,3.140,0.280,10.80000,0.03398,Mass,1.910000,0.000000,443,M0.0 V,4065.00,0.60,0.61,0.050,[Fe/H],4.65,5.000,326.8516615,62.7538164,40.0654000,11.9300000,7.9300000,10.8385000
TOI-178 b,TOI-178,1,6,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.91455800,0.026070,1.152,0.103,1.50000,0.00472,Mass,5.400000,,1040,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-178 c,TOI-178,1,6,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.23845000,0.037000,1.669,0.149,4.77000,0.01501,Mass,5.620000,,873,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-178 d,TOI-178,1,6,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.55770000,0.059200,2.572,0.229,3.01000,0.00947,Mass,0.976000,,690,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-178 e,TOI-178,1,6,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.96188100,0.078300,2.207,0.197,3.86000,0.01214,Mass,1.980000,,600,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-178 f,TOI-178,1,6,Transit,2021,Multiple Locale,Multiple Observatories,Multiple Telescopes,Multiple Instruments,15.23191500,0.103900,2.287,0.204,7.72000,0.02429,Mass,3.600000,,521,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-178 g,TOI-178,1,6,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,20.70950000,0.127500,2.870,0.256,3.94000,0.01240,Mass,0.915000,,470,K,4316.00,0.65,0.65,-0.230,[Fe/H],4.45,7.100,7.3020115,-30.4541159,62.6990000,11.9550000,8.6560000,11.1523000
TOI-1789 b,TOI-1789,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.20866400,0.048820,16.141,1.440,222.47988,0.70000,Mass,0.280000,,1927,F,5991.00,2.17,1.51,0.373,[Fe/H],3.94,2.730,142.7434060,26.5399951,229.0670000,9.7210000,8.3450000,9.5843900
TOI-1801 b,TOI-1801,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.64387000,,2.079,0.186,5.73800,0.01805,Mass,3.701000,0.000000,494,M0.5+/-0.5 V,3863.00,0.55,0.56,-0.190,[Fe/H],4.78,0.700,175.5755995,23.0270335,30.6796000,11.5800000,7.8050000,10.8269000
TOI-1807 b,TOI-1807,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.54937200,0.008120,1.258,0.112,2.57000,0.00809,Mass,5.510000,0.000000,2100,,4757.00,0.68,0.75,-0.029,[Fe/H],4.65,0.180,201.2826259,38.9223671,42.5775000,10.0000000,7.5680000,9.6751700
TOI-181 b,TOI-181,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.53200000,0.053900,6.956,0.634,46.16870,0.14520,Mass,0.756200,0.154300,895,K,4994.00,0.74,0.82,0.272,[m/H],4.61,5.400,352.1725409,-34.4914099,96.2338000,11.1910000,9.0470000,11.0857000
TOI-1811 b,TOI-1811,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.71307650,0.043890,11.142,0.994,308.92921,0.97200,Mass,1.230000,0.052000,962,,4766.00,0.77,0.82,0.306,[Fe/H],4.58,5.900,188.9223576,27.2143766,128.2300000,11.9660000,9.6430000,11.7574000
TOI-1820 b,TOI-1820,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,4.86067400,0.061000,12.778,1.140,731.00534,2.30000,Mass,2.000000,0.043000,1375,,5734.00,1.51,1.04,0.140,[Fe/H],4.24,11.000,187.6867207,27.4520016,248.5040000,10.8990000,9.5080000,10.9653000
TOI-1842 b,TOI-1842,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.57390000,0.100100,11.657,1.040,68.01528,0.21400,Mass,0.252000,,1208,,6230.00,2.02,1.46,0.220,[M/H],4.10,2.490,201.9626552,9.0306437,223.4650000,9.8150000,8.4460000,9.6598100
TOI-1853 b,TOI-1853,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.24362580,0.021300,3.460,0.309,73.20000,0.23031,Mass,9.740000,0.030000,1479,K2.5 V,4985.00,0.81,0.84,0.110,[Fe/H],4.49,,211.4593468,16.9923703,165.1050000,12.1780000,10.0550000,11.9474000
TOI-1859 b,TOI-1859,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,63.48347000,0.337000,9.752,0.870,68.60000,0.21600,M-R relationship,0.406000,0.570000,518,,6341.00,1.36,1.29,0.120,[M/H],4.29,1.410,279.8317644,69.5228726,224.3850000,10.3300000,9.2430000,10.2843000
TOI-1860 b,TOI-1860,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.06621070,0.020400,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,,1885,G V,5752.00,0.94,0.99,0.040,[Fe/H],4.58,0.133,226.4567308,64.0476821,45.8640000,8.4000000,6.7920000,8.2322300
TOI-1899 b,TOI-1899,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,29.02000000,0.158700,12.890,1.150,209.76780,0.66000,Mass,0.540000,0.118000,362,M0,3841.00,0.61,0.63,0.310,[Fe/H],4.67,7.400,299.4268472,40.1433462,128.4380000,14.8800000,10.5090000,13.5553000
TOI-1937 A b,TOI-1937 A,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.94667944,0.019320,13.978,1.247,638.83510,2.01000,Mass,1.280000,0.000000,2097,,5814.00,1.08,1.07,0.196,[Fe/H],4.40,3.600,116.3707214,-52.3832587,415.1350000,13.1800000,11.2260000,13.0168000
TOI-198 b,TOI-198,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.21520000,0.100000,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,,368,M0 V,3650.00,0.44,0.47,-0.700,[Fe/H],4.75,5.300,2.2715087,-27.1217452,23.7262000,11.6880000,7.8560000,10.9187000
TOI-199 b,TOI-199,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,104.85400000,0.425400,9.079,0.810,54.03083,0.17000,Mass,0.397000,0.090000,358,G9 V,5255.00,0.82,0.94,0.220,[Fe/H],4.58,0.800,80.1058735,-59.8954326,102.2700000,10.7010000,8.8140000,10.5784000
TOI-199 c,TOI-199,1,2,Transit Timing Variations,2023,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,273.69000000,0.807000,11.400,1.010,88.99195,0.28000,Mass,0.330000,0.096000,,G9 V,5255.00,0.82,0.94,0.220,[Fe/H],4.58,0.800,80.1058735,-59.8954326,102.2700000,10.7010000,8.8140000,10.5784000
TOI-2000 b,TOI-2000,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.09833000,0.042710,2.700,0.241,11.00000,0.03470,Mass,3.070000,0.000000,1488,,5611.00,1.13,1.08,0.439,[Fe/H],4.36,5.300,146.3970631,-66.6866307,175.7130000,10.9840000,9.3030010,10.8542000
TOI-2000 c,TOI-2000,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.12705500,0.087800,8.140,0.727,81.70000,0.25700,Mass,0.829000,0.063000,1038,,5611.00,1.13,1.08,0.439,[Fe/H],4.36,5.300,146.3970631,-66.6866307,175.7130000,10.9840000,9.3030010,10.8542000
TOI-201 b,TOI-201,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,52.97818000,0.300000,11.299,1.008,133.48860,0.42000,Mass,0.509000,0.280000,759,F6 V,6394.00,1.32,1.32,0.240,[Fe/H],4.32,0.870,87.4017825,-54.9104230,113.8250000,9.0700000,7.8460000,8.9400400
TOI-2010 b,TOI-2010,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,141.83402500,0.551600,11.814,1.054,408.72733,1.28600,Mass,1.360000,0.212000,400,F0,5929.00,1.08,1.11,0.168,[Fe/H],4.42,1.900,292.1669417,53.4873694,109.1900000,9.8490000,8.2810000,9.6956800
TOI-2018 b,TOI-2018,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.43558300,,2.268,0.202,9.20000,0.02895,Mass,4.330000,0.000000,821,K V,4174.00,0.62,0.57,-0.580,[Fe/H],4.62,,229.8374423,29.2078771,27.9956000,10.2500000,7.1040000,9.7199900
TOI-2025 b,TOI-2025,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,8.87209820,0.089200,11.893,1.061,1144.18227,3.60000,Mass,3.740000,0.394000,1166,,5977.00,1.46,1.20,0.150,[Fe/H],4.19,4.500,282.7952558,82.2454143,335.9850000,11.5990000,10.0100000,11.3637000
TOI-2046 b,TOI-2046,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.49718420,,16.141,1.440,731.00534,2.30000,Mass,0.955000,,1829,F8 V,6250.00,1.21,1.13,-0.060,[Fe/H],4.30,0.450,16.1849423,74.3313055,289.6680000,11.5520000,10.0940000,11.4128000
TOI-2048 b,TOI-2048,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,13.79019000,,2.610,0.233,7.32000,0.02300,M-R relationship,2.260000,0.130000,646,G V,5185.00,0.79,0.83,0.020,[m/H],4.60,0.300,237.9241066,52.3063083,116.5670000,11.4310000,9.4390000,11.3252000
TOI-206 b,TOI-206,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.73631040,0.011200,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,,910,,3383.00,0.35,0.35,,,4.89,,73.7382202,-62.5218740,47.7465000,14.9380000,10.0600000,13.6662000
TOI-2076 b,TOI-2076,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.35509000,0.068200,2.518,0.225,6.89000,0.02170,M-R relationship,2.370000,,797,K,5187.00,0.77,0.85,-0.090,[Fe/H],4.45,0.204,217.3920159,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800
TOI-2076 c,TOI-2076,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,21.01538000,0.109300,3.497,0.312,12.00000,0.03780,M-R relationship,1.540000,,630,K,5187.00,0.77,0.85,-0.090,[Fe/H],4.45,0.204,217.3920159,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800
TOI-2076 d,TOI-2076,1,3,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,35.12537000,0.153900,3.232,0.288,10.50000,0.03310,M-R relationship,1.710000,,530,K,5187.00,0.77,0.85,-0.090,[Fe/H],4.45,0.204,217.3920159,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800
TOI-2081 b,TOI-2081,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.50534000,0.075200,2.040,0.182,4.82000,0.01520,M-R relationship,3.120000,,488,M1.0,3800.00,0.53,0.54,-0.500,[Fe/H],4.50,,264.3022634,53.0255666,62.3446000,13.3690000,9.5230000,12.6594000
TOI-2084 b,TOI-2084,2,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.07842470,0.050060,2.470,0.220,6.66000,0.02100,M-R relationship,2.430000,,527,M2+/-0.5,3551.00,0.48,0.45,-0.130,[Fe/H],4.75,7.500,259.2545389,72.7470231,114.5490000,15.1150000,11.1480000,14.4096000
TOI-2095 b,TOI-2095,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,17.66484000,0.101000,1.250,0.112,4.10000,0.01290,Mass,,0.000000,347,M2.5 V,3759.00,0.44,0.44,-0.240,[Fe/H],5.11,1.000,285.6365235,75.4185135,41.9176000,13.1900000,8.9880000,12.0940000
TOI-2095 c,TOI-2095,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,28.17232000,0.137000,1.330,0.119,7.40000,0.02328,Mass,,0.000000,297,M2.5 V,3759.00,0.44,0.44,-0.240,[Fe/H],5.11,1.000,285.6365235,75.4185135,41.9176000,13.1900000,8.9880000,12.0940000
TOI-2096 b,TOI-2096,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.11906330,0.025000,1.243,0.111,2.08000,0.00653,M-R relationship,5.950000,0.150000,445,M4,3300.00,0.24,0.23,-0.030,[Fe/H],5.05,4.000,151.6186989,74.8272107,48.4809000,15.9200000,11.0210000,14.7736000
TOI-2096 c,TOI-2096,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,6.38784000,0.040000,1.914,0.171,4.32000,0.01360,M-R relationship,3.390000,0.100000,349,M4,3300.00,0.24,0.23,-0.030,[Fe/H],5.05,4.000,151.6186989,74.8272107,48.4809000,15.9200000,11.0210000,14.7736000
TOI-2109 b,TOI-2109,1,1,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.67247414,0.017910,15.098,1.347,1595.49860,5.02000,Mass,2.550000,,3646,F,6540.00,1.70,1.45,0.068,[Fe/H],4.14,1.770,253.1862971,16.5799153,262.0410000,10.2170000,9.0700000,10.1138000
TOI-2134 b,TOI-2134,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,9.22920050,0.078000,2.690,0.240,9.13000,0.02873,Mass,2.607000,0.060000,666,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,3.800,271.9355015,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000
TOI-2134 c,TOI-2134,1,2,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,95.50000000,0.371000,7.270,0.649,41.89000,0.13180,Mass,0.599000,0.670000,306,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,3.800,271.9355015,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000
TOI-2136 b,TOI-2136,1,1,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,7.85192800,0.057000,2.190,0.195,6.37000,0.02004,Mass,3.340000,0.000000,395,M4.5 V,3342.00,0.34,0.34,0.030,[Fe/H],4.91,4.600,281.1763433,36.5631318,33.3631000,14.3200000,9.3430000,12.9643000
TOI-2141 b,TOI-2141,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,18.26157000,0.133000,3.050,0.278,24.00000,0.07500,Mass,4.600000,0.210000,722,,5659.00,0.98,0.94,-0.120,[Fe/H],4.42,6.400,258.7623456,18.3403449,77.6820000,9.4600000,7.8700000,9.3440800
TOI-2145 b,TOI-2145,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,10.26075000,0.110800,11.982,1.069,1671.77742,5.26000,Mass,5.340000,0.208000,1484,,6177.00,2.75,1.72,0.247,[Fe/H],3.79,1.800,263.7580753,40.6950428,224.7310000,9.0700000,7.7610000,8.9365100
TOI-2152 A b,TOI-2152,3,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.37735120,0.050640,14.359,1.281,899.45439,2.83000,Mass,1.670000,0.057000,1802,F4 V,6630.00,1.61,1.52,0.282,[Fe/H],4.21,0.830,26.3389717,77.7901231,303.0060000,11.4360000,9.5970000,11.2407000
TOI-2154 b,TOI-2154,1,1,Transit,2023,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.82408010,0.051300,16.287,1.453,292.40213,0.92000,Mass,0.370000,0.117000,1580,,6280.00,1.40,1.23,0.011,[Fe/H],4.24,2.900,71.0281482,84.3642652,296.4600000,11.0680000,9.8500000,11.0359000
